year,month,spei_1month,spei_4month,spei_12month
1901,1,0.8103,NaN,NaN
1901,2,0.7192,NaN,NaN
1901,3,-0.61128,NaN,NaN
1901,4,-0.68555,0.31543,NaN
1901,5,-0.27147,-0.3468,NaN
1901,6,-1.8135,-1.9516,NaN
1901,7,-0.77504,-1.7375,NaN
1901,8,0.36075,-1.1555,NaN
1901,9,-1.0673,-1.3802,NaN
1901,10,-0.29771,-0.91958,NaN
1901,11,0.16442,-0.55999,NaN
1901,12,-0.55534,-1.1163,-1.2028
1902,1,-0.49332,-0.83964,-1.4415
1902,2,0.020618,-0.42143,-1.7398
1902,3,0.55291,-0.25086,-1.5658
1902,4,1.0005,0.34135,-1.3889
1902,5,-0.23182,0.25495,-1.3962
1902,6,-1.1539,-0.8519,-1.2826
1902,7,-0.17682,-0.75869,-1.1958
1902,8,-0.97335,-1.3763,-1.7557
1902,9,0.88185,-0.68571,-0.99584
1902,10,0.037329,-0.16882,-0.74639
1902,11,0.57019,-0.21061,-0.84097
1902,12,1.0375,0.67916,-0.60085
1903,1,-0.39425,0.015475,-0.52965
1903,2,-0.23476,0.085669,-0.5338
1903,3,-0.24787,0.054699,-0.52913
1903,4,-0.83306,-1.0605,-0.77072
1903,5,0.098922,-0.6613,-0.67459
1903,6,-0.89572,-1.1258,-0.58154
1903,7,0.26765,-0.4853,-0.55849
1903,8,0.89971,0.12898,0.084552
1903,9,0.9404,0.39653,0.029811
1903,10,1.1799,1.1072,0.51425
1903,11,0.90906,1.3665,0.64187
1903,12,0.6301,1.3583,0.56012
1904,1,0.074193,1.3472,0.57166
1904,2,-1.0659,-0.14643,0.52992
1904,3,0.93111,0.23276,0.61575
1904,4,0.24926,0.12296,0.76983
1904,5,0.95358,0.71023,0.87924
1904,6,-0.28466,0.67503,1.1192
1904,7,-0.33898,-0.0061831,0.98657
1904,8,-1.1836,-0.64447,0.41252
1904,9,-1.147,-1.1973,-0.14544
1904,10,0.17305,-1.059,-0.561
1904,11,0.091482,-1.3022,-0.90465
1904,12,0.1024,-0.92023,-0.94902
1905,1,-0.015338,-0.078255,-0.87947
1905,2,0.26473,-0.18203,-0.75625
1905,3,1.053,0.61811,-0.69126
1905,4,1.0352,0.90576,-0.67335
1905,5,0.46631,0.95738,-0.80295
1905,6,-2.0187,-0.8521,-1.3457
1905,7,-0.74059,-1.3979,-1.5907
1905,8,-1.2415,-1.8183,-1.7189
1905,9,0.25281,-1.4454,-1.2626
1905,10,-0.8365,-0.84932,-1.292
1905,11,-1.1123,-1.0722,-1.3568
1905,12,0.16327,-0.4301,-1.4233
1906,1,0.26248,-1.2212,-1.3936
1906,2,1.1822,0.47244,-1.0866
1906,3,0.54902,1.0238,-1.1714
1906,4,-1.1122,0.66536,-1.3051
1906,5,-1.2551,-0.050579,-1.5189
1906,6,0.95601,0.22382,-0.61528
1906,7,0.16943,0.082252,-0.44578
1906,8,0.11875,0.241,0.040136
1906,9,0.30233,0.60357,0.14506
1906,10,-0.67883,-0.027539,0.13298
1906,11,0.029664,-0.22729,0.21198
1906,12,0.88242,0.06316,0.42946
1907,1,0.53726,-0.33648,0.42264
1907,2,1.2339,1.2214,0.37987
1907,3,0.078631,1.4602,0.39326
1907,4,1.0764,1.6075,0.68517
1907,5,-0.56212,1.1813,0.67831
1907,6,0.025535,0.14909,0.40662
1907,7,-1.1403,-0.75399,-0.11135
1907,8,0.97148,-0.33481,0.36873
1907,9,-2.0328,-0.76849,-0.45952
1907,10,-1.51,-1.3468,-0.6525
1907,11,-0.063369,-1.0378,-0.6323
1907,12,0.75366,-2.3864,-0.78961
1908,1,0.42527,-1.2452,-0.75552
1908,2,-0.61546,-0.10559,-1.0873
1908,3,-0.537,-0.28431,-1.2647
1908,4,-1.0645,-0.92148,-1.5912
1908,5,-1.2927,-1.8005,-1.5402
1908,6,-0.59404,-1.3222,-1.7242
1908,7,0.77103,-0.15282,-1.0332
1908,8,1.4754,0.72849,-0.76001
1908,9,-0.3027,0.82133,-0.17335
1908,10,-1.1175,0.60044,-0.0384
1908,11,-1.129,0.013857,-0.20466
1908,12,-0.73305,-1.3805,-0.29215
1909,1,0.81883,-1.4742,-0.1884
1909,2,-0.0094369,-0.73238,-0.18647
1909,3,-1.4314,-0.90376,-0.23358
1909,4,1.3249,0.56662,0.12903
1909,5,0.11692,0.34106,0.24014
1909,6,1.2541,1.1575,0.78125
1909,7,0.8299,1.7525,0.80667
1909,8,-0.143,1.0101,0.06599
1909,9,0.0075342,0.77948,0.11203
1909,10,-0.95931,-0.18166,0.10667
1909,11,-0.22166,-0.90476,0.16707
1909,12,1.6557,-0.49469,0.41388
1910,1,0.12365,-0.53149,0.27225
1910,2,0.19098,0.29381,0.2715
1910,3,0.4908,0.74598,0.43859
1910,4,0.65888,0.16968,0.14502
1910,5,0.077807,0.064135,0.062538
1910,6,1.5902,1.093,0.063397
1910,7,-0.3151,0.51883,-0.46111
1910,8,1.2416,0.90037,0.041702
1910,9,0.61912,1.1034,0.36915
1910,10,1.2564,0.9289,0.99849
1910,11,0.14554,1.3788,1.1885
1910,12,-0.73413,0.92951,0.98324
1911,1,0.98601,1.2608,1.1645
1911,2,-1.6394,-0.28978,1.0703
1911,3,-0.28373,-0.73841,1.1331
1911,4,-0.531,-0.59864,1.0379
1911,5,-1.123,-1.6134,0.98564
1911,6,0.57044,0.18738,0.77742
1911,7,-3.0915,-2.1695,0.040073
1911,8,-1.1216,-2.1789,-0.79376
1911,9,0.28169,-1.3977,-0.88728
1911,10,0.22371,-1.6137,-1.2655
1911,11,1.1988,-0.22303,-1.1821
1911,12,-1.1324,0.34347,-1.1206
1912,1,0.65796,0.53502,-1.2281
1912,2,0.27423,0.69377,-1.0458
1912,3,-0.94008,-0.29482,-1.2571
1912,4,-0.39013,-0.3326,-1.1788
1912,5,0.0064675,-0.81513,-1.1186
1912,6,-1.2554,-1.645,-1.7561
1912,7,1.0904,-0.29126,-0.43282
1912,8,0.71585,0.080249,0.15609
1912,9,-0.99164,-0.30399,-0.35175
1912,10,-0.43015,0.039334,-0.40108
1912,11,1.5301,-0.14815,-0.3647
1912,12,-0.052214,-0.64456,-0.38015
1913,1,-0.75994,-0.24556,-0.52789
1913,2,1.4131,1.1621,-0.33422
1913,3,0.72397,0.6902,-0.16975
1913,4,0.34111,0.78503,-0.10454
1913,5,1.0348,1.5228,0.11239
1913,6,1.2448,1.4356,0.90291
1913,7,-0.26346,0.98015,0.54493
1913,8,-1.4954,-0.084158,-0.1782
1913,9,-1.146,-0.78707,-0.34824
1913,10,0.099149,-1.2381,-0.20859
1913,11,0.20291,-1.5361,-0.54367
1913,12,1.2901,-0.8106,-0.37559
1914,1,0.3245,0.028755,-0.3222
1914,2,0.17276,0.2452,-0.51255
1914,3,0.29803,0.52789,-0.5438
1914,4,0.74275,0.36036,-0.50346
1914,5,0.78683,0.68361,-0.56096
1914,6,0.10733,0.51515,-0.98163
1914,7,1.1797,1.1633,-0.42183
1914,8,-0.0046185,0.76073,-0.01727
1914,9,0.84095,0.77599,0.70663
1914,10,-0.42176,0.52113,0.44657
1914,11,0.16184,-0.021881,0.52196
1914,12,0.39737,0.11226,0.48302
1915,1,0.85832,-0.45684,0.58783
1915,2,0.69149,0.65994,0.70648
1915,3,0.44188,1.0107,0.83546
1915,4,0.2665,0.99115,0.75767
1915,5,0.80688,1.1202,0.72257
1915,6,0.23323,0.55374,0.70743
1915,7,-0.89703,-0.62804,-0.085941
1915,8,-0.79283,-0.87697,-0.2539
1915,9,0.31236,-0.66471,-0.50651
1915,10,0.6901,-0.54495,-0.12896
1915,11,-0.61139,-0.026092,-0.0035469
1915,12,-0.46384,0.31641,-0.089293
1916,1,-0.53445,0.10905,-0.21523
1916,2,0.14248,-0.4781,-0.4107
1916,3,-0.83511,-1.0167,-0.66716
1916,4,-0.51776,-1.1171,-0.72662
1916,5,-0.54031,-1.0779,-0.88682
1916,6,1.1431,0.37399,-0.47234
1916,7,0.28951,0.66436,-0.084252
1916,8,1.6607,1.5319,0.86594
1916,9,0.8914,1.6076,1.0572
1916,10,1.9294,1.6409,1.3766
1916,11,1.1862,2.0799,1.4709
1916,12,-0.29213,1.5351,1.467
1917,1,-0.26445,1.537,1.486
1917,2,0.72926,0.55274,1.639
1917,3,-1.1178,-0.57214,1.6132
1917,4,-0.15684,-0.4044,1.6544
1917,5,1.6015,0.96087,1.9209
1917,6,1.5976,1.3616,1.9241
1917,7,0.073444,1.311,2.1603
1917,8,1.2258,1.7312,2.0371
1917,9,2.6535,2.3716,2.6961
1917,10,2.1268,2.4326,2.5636
1917,11,-0.79907,2.7006,2.4786
1917,12,-0.42304,2.6175,2.5152
1918,1,-0.076035,1.5506,2.5276
1918,2,-1.3744,-1.3246,2.3268
1918,3,0.19588,-0.86618,2.4295
1918,4,-1.407,-1.2655,2.3482
1918,5,0.12346,-0.82565,2.2942
1918,6,-0.098969,0.048884,2.0351
1918,7,-3.2295,-2.1268,1.2821
1918,8,-0.4792,-1.7559,0.64667
1918,9,-1.6206,-2.2423,-1.1991
1918,10,-1.2547,-2.7522,-2.3453
1918,11,0.64666,-1.4736,-2.2213
1918,12,0.63718,-1.5472,-2.144
1919,1,1.6316,0.16027,-1.7762
1919,2,-0.022953,1.237,-1.6457
1919,3,-0.54526,0.58824,-1.7354
1919,4,-0.25127,0.36007,-1.6746
1919,5,0.04289,-0.59718,-1.8406
1919,6,0.10672,-0.19021,-1.8011
1919,7,0.47715,0.34298,-0.72718
1919,8,0.4013,0.64365,-0.23876
1919,9,-0.0091504,0.67332,0.35099
1919,10,0.022735,0.36568,0.67909
1919,11,0.96131,0.58391,0.75365
1919,12,0.21997,0.24011,0.77286
1920,1,1.0678,0.77799,0.59187
1920,2,-0.12935,0.76087,0.57467
1920,3,-0.18692,0.34733,0.71334
1920,4,-0.59968,0.0019225,0.72014
1920,5,0.6275,-0.16455,0.79382
1920,6,-0.034984,-0.031237,0.55084
1920,7,0.036082,-0.067584,0.59728
1920,8,-2.1775,-1.0801,-0.43109
1920,9,-1.274,-1.3808,-0.92189
1920,10,-0.74337,-1.5385,-1.0415
1920,11,-0.084352,-2.2812,-1.3416
1920,12,-0.24761,-1.665,-1.4326
1921,1,0.58163,-0.62506,-1.2887
1921,2,-0.69735,-0.35411,-1.3605
1921,3,-0.59323,-0.53132,-1.5005
1921,4,-0.45736,-0.50871,-1.379
1921,5,-1.3626,-1.9021,-1.6006
1921,6,-0.077079,-0.81436,-1.5068
1921,7,-0.061646,-0.2718,-1.9922
1921,8,0.29431,-0.19482,-1.1434
1921,9,0.64375,0.30604,-0.37129
1921,10,0.09006,0.24248,-0.090828
1921,11,-0.51026,0.26159,-0.14094
1921,12,-0.44375,0.34304,-0.045086
1922,1,1.3081,-0.12331,-0.13096
1922,2,-0.22883,-0.2141,-0.10608
1922,3,-0.3018,-0.1159,-0.10146
1922,4,0.78649,0.27834,-0.14709
1922,5,-0.22966,-0.4337,-0.075563
1922,6,0.68479,0.26034,0.077088
1922,7,0.4028,0.5145,0.25813
1922,8,-1.0444,-0.24428,-0.15036
1922,9,0.73156,0.10836,-0.12454
1922,10,-1.2975,-0.33512,-0.32628
1922,11,0.25807,-0.078021,0.031035
1922,12,0.32822,0.53944,0.053469
1923,1,-0.10895,-0.41053,0.02985
1923,2,0.88422,1.1068,0.26397
1923,3,-0.2114,0.44833,0.34676
1923,4,-0.34743,0.22058,0.27942
1923,5,-0.46238,-0.1012,0.29886
1923,6,-2.0081,-1.922,-0.42655
1923,7,0.55791,-0.96212,-0.34327
1923,8,-0.11912,-0.7285,0.042626
1923,9,0.10593,-0.362,-0.15683
1923,10,-0.19629,0.1946,-0.052993
1923,11,-0.042946,-0.13847,-0.4333
1923,12,0.39191,-0.23172,-0.38729
1924,1,0.45123,-0.29393,-0.38994
1924,2,0.1176,0.00598,-0.57437
1924,3,-0.855,-0.35069,-0.7031
1924,4,-0.60993,-0.67442,-0.71607
1924,5,-0.62001,-1.2245,-0.7195
1924,6,-1.3564,-1.7945,-0.5934
1924,7,0.54409,-0.82322,-0.72691
1924,8,0.17383,-0.48098,-0.78839
1924,9,1.9706,0.63004,-0.0067145
1924,10,0.29986,0.92605,0.069197
1924,11,1.3913,1.2603,0.43812
1924,12,0.3684,1.5946,0.40488
1925,1,-0.89844,0.62377,0.30626
1925,2,-0.2811,0.46461,0.24241
1925,3,-0.54736,-0.84583,0.26506
1925,4,0.010289,-0.9502,0.38614
1925,5,0.96711,-0.012184,0.67866
1925,6,0.9525,1.154,1.2965
1925,7,0.57622,1.4,1.4139
1925,8,-0.45464,0.79267,1.1316
1925,9,-1.4327,-0.24816,-0.054741
1925,10,-0.09838,-0.61149,-0.049428
1925,11,1.2522,-0.8801,-0.08704
1925,12,0.57673,-0.69089,-0.062721
1926,1,0.97311,0.51952,0.12929
1926,2,-0.34821,0.65159,0.13427
1926,3,1.1502,1.18,0.48256
1926,4,0.13587,0.9383,0.40783
1926,5,0.75393,0.69673,0.21801
1926,6,-1.9893,-0.73333,-0.62106
1926,7,0.51615,-0.8014,-0.81766
1926,8,1.806,0.39686,0.25697
1926,9,0.67068,0.56439,0.97115
1926,10,-0.49012,0.8963,0.72106
1926,11,-1.0571,0.65499,0.43683
1926,12,0.20411,-0.23252,0.32909
1927,1,0.18201,-1.0132,0.16571
1927,2,1.123,-0.073539,0.35588
1927,3,0.77882,0.69477,0.12349
1927,4,0.45024,0.79607,0.14272
1927,5,0.25936,0.82266,0.046551
1927,6,0.0031126,0.067387,0.58705
1927,7,0.84649,0.55295,0.75758
1927,8,-0.20874,0.27315,0.0075871
1927,9,-0.19138,0.20894,-0.34033
1927,10,-0.026297,-0.053977,-0.26609
1927,11,1.0065,-0.13989,0.1937
1927,12,0.0077417,0.0016958,0.25947
1928,1,0.28628,0.56961,0.32644
1928,2,1.5633,1.4586,0.44562
1928,3,-0.34447,0.68014,0.37321
1928,4,0.64549,0.82812,0.35894
1928,5,-0.74212,0.42408,0.28025
1928,6,-0.27747,-0.52905,0.28173
1928,7,0.39976,-0.074746,0.025242
1928,8,-0.98317,-0.67937,-0.30207
1928,9,-0.81999,-0.72703,-0.50137
1928,10,1.332,-0.10324,0.095669
1928,11,-0.050637,-0.41397,-0.25136
1928,12,0.42248,0.23352,-0.18292
1929,1,0.43255,1.2334,-0.11443
1929,2,-0.90795,-0.23786,-0.43098
1929,3,-0.37152,-0.18197,-0.46664
1929,4,0.59224,-0.0064611,-0.36252
1929,5,-0.36901,-0.60526,-0.28767
1929,6,0.28655,0.02589,-0.24427
1929,7,0.16999,0.4729,-0.18459
1929,8,-0.47544,-0.083526,0.038041
1929,9,-1.0678,-0.3571,-0.058006
1929,10,0.4006,-0.26904,-0.32487
1929,11,-0.65743,-0.66039,-0.33746
1929,12,1.7227,-0.24883,-0.16811
1930,1,-0.82631,0.44155,-0.23572
1930,2,-0.17942,0.018541,-0.18878
1930,3,0.5327,0.56771,-0.065036
1930,4,0.26822,-0.13785,-0.14663
1930,5,0.44887,0.36984,-0.077856
1930,6,0.49016,0.60195,-0.03245
1930,7,0.23913,0.8206,0.040913
1930,8,-1.5351,-0.23913,-0.354
1930,9,-0.0788,-0.30735,0.090176
1930,10,0.71554,-0.050038,0.16922
1930,11,0.58123,-0.16067,0.45688
1930,12,-0.25318,0.47721,0.2162
1931,1,-0.7648,0.52353,0.1698
1931,2,0.38897,0.36919,0.25807
1931,3,0.42038,8.7136e-05,0.20241
1931,4,0.46157,0.25016,0.17618
1931,5,0.97824,0.78211,0.19896
1931,6,-1.0826,-0.66431,-0.25952
1931,7,0.19649,-0.49671,-0.61084
1931,8,0.60355,0.13641,0.39373
1931,9,0.54197,0.30406,0.62722
1931,10,1.3053,1.0039,0.68364
1931,11,0.65732,1.3429,0.63026
1931,12,-0.18374,1.0742,0.74316
1932,1,-0.19981,1.1637,0.76751
1932,2,-0.88566,-0.3463,0.6285
1932,3,0.36397,-0.38302,0.62946
1932,4,0.10314,-0.43744,0.53177
1932,5,0.27206,-0.20302,0.53736
1932,6,-1.2656,-0.99732,0.4853
1932,7,0.72261,-0.22374,0.76683
1932,8,-0.4942,-0.32117,0.22319
1932,9,0.17255,-0.25066,0.098368
1932,10,0.16319,0.18419,-0.33901
1932,11,1.2588,0.12409,-0.25572
1932,12,0.14444,0.51598,-0.21789
1933,1,0.71802,0.61297,-0.1382
1933,2,0.57872,1.0969,0.010865
1933,3,0.041059,0.46681,0.014646
1933,4,0.64001,0.73389,0.17007
1933,5,1.4552,1.4767,0.39403
1933,6,1.1751,1.6938,1.1018
1933,7,0.10315,1.386,0.89446
1933,8,1.89,1.9567,1.7466
1933,9,1.1014,1.6575,1.9663
1933,10,0.78602,1.3258,1.9549
1933,11,0.40248,1.5191,1.7832
1933,12,0.6007,0.98016,1.818
1934,1,-0.067518,0.56891,1.8418
1934,2,-0.21364,0.13199,1.7681
1934,3,0.32439,0.38952,1.7381
1934,4,0.69152,0.25442,1.691
1934,5,0.25899,0.032105,1.3748
1934,6,1.0302,0.67821,1.2171
1934,7,0.050599,0.47666,1.4013
1934,8,0.98781,0.86249,1.1928
1934,9,-0.34027,0.5992,0.72777
1934,10,-0.46728,0.23985,0.38878
1934,11,0.28935,0.33831,0.47984
1934,12,-0.2688,-0.31213,0.36868
1935,1,0.40395,-0.095801,0.4127
1935,2,0.18621,0.36111,0.47602
1935,3,0.35548,0.14999,0.47534
1935,4,0.99244,0.65416,0.48512
1935,5,-0.19636,0.14762,0.3725
1935,6,-0.5181,-0.516,-0.098895
1935,7,0.72959,0.054122,0.21
1935,8,-0.40524,-0.24333,-0.34968
1935,9,0.44201,0.15546,-0.15512
1935,10,-0.80835,0.14086,-0.2482
1935,11,-0.5556,-0.54129,-0.40037
1935,12,-0.31525,-0.34388,-0.37192
1936,1,-0.70026,-1.4711,-0.52849
1936,2,0.37926,-0.60142,-0.35874
1936,3,0.60431,0.12536,-0.25718
1936,4,-0.75253,-0.17637,-0.41682
1936,5,0.23168,0.34703,-0.15313
1936,6,1.7601,1.5504,0.69707
1936,7,-0.23382,0.82287,0.2687
1936,8,-0.30999,0.67501,0.25659
1936,9,0.56609,0.6697,0.37719
1936,10,-0.19594,-0.22544,0.37748
1936,11,1.2249,0.33836,0.82033
1936,12,0.48425,0.78838,0.91581
1937,1,-0.12654,0.52353,0.93578
1937,2,1.0606,1.4887,1.0328
1937,3,0.19245,0.65756,0.90912
1937,4,1.693,1.3663,1.235
1937,5,0.3467,1.5734,1.12
1937,6,-0.10696,0.63081,0.54702
1937,7,1.0663,1.2125,1.1097
1937,8,-1.5408,-0.24935,0.74979
1937,9,0.48289,-0.034772,0.68486
1937,10,0.59241,0.28191,0.8195
1937,11,-0.93459,-0.49364,0.49707
1937,12,0.49346,0.43544,0.47825
1938,1,1.233,0.54631,0.63627
1938,2,0.48463,0.28931,0.43389
1938,3,0.48696,0.87375,0.52108
1938,4,-0.57407,0.46509,0.14844
1938,5,0.12183,0.2544,0.20222
1938,6,1.8959,1.5174,0.83335
1938,7,0.29321,1.1711,0.48145
1938,8,0.17187,1.0233,0.94001
1938,9,-0.23668,0.7264,0.69817
1938,10,0.22064,-0.15174,0.51074
1938,11,0.28489,-0.41872,0.52036
1938,12,0.044706,-0.51922,0.45867
1939,1,-0.27277,-0.27586,0.31749
1939,2,1.0142,0.22251,0.41103
1939,3,0.85715,0.65931,0.44964
1939,4,0.59712,0.90351,0.55812
1939,5,-1.2108,0.47395,0.32339
1939,6,-0.075107,-0.14189,-0.34564
1939,7,-0.47038,-0.84682,-0.71488
1939,8,-0.44381,-1.0712,-0.885
1939,9,-0.21307,-0.71695,-0.89822
1939,10,0.64327,-0.29809,-0.56933
1939,11,0.51629,-0.091401,-0.46407
1939,12,0.14369,0.047233,-0.46163
1940,1,-0.2536,0.36494,-0.40354
1940,2,-0.12024,0.069255,-0.55998
1940,3,1.0332,0.46389,-0.48101
1940,4,-0.44792,0.32596,-0.58802
1940,5,0.18181,0.41856,-0.24612
1940,6,0.66497,0.75616,-0.074947
1940,7,0.10034,0.46304,0.14318
1940,8,1.0045,0.99968,0.65218
1940,9,-1.499,-0.05258,0.21748
1940,10,-0.18256,-0.31043,-0.047417
1940,11,0.46052,-0.31621,0.018328
1940,12,0.23654,-1.1114,0.11995
1941,1,1.1873,0.24705,0.20989
1941,2,0.24902,0.66739,0.16441
1941,3,-0.056775,0.40365,-0.055421
1941,4,0.80118,0.53729,0.042411
1941,5,0.38147,0.25883,-0.049862
1941,6,0.06566,0.013819,-0.1236
1941,7,-1.5594,-0.95306,-0.78429
1941,8,-0.89074,-1.1602,-1.4065
1941,9,-0.42598,-1.1116,-1.062
1941,10,-1.0109,-1.3182,-1.0298
1941,11,-0.57374,-0.99932,-1.2275
1941,12,0.28745,-0.80104,-1.1849
1942,1,-0.18641,-0.85412,-1.2344
1942,2,1.0535,0.47534,-0.99484
1942,3,-0.414,0.48325,-1.004
1942,4,0.048475,0.36635,-0.98115
1942,5,-0.43986,0.11784,-1.0684
1942,6,0.41153,-0.17631,-1.0169
1942,7,1.0658,0.93261,-0.078396
1942,8,1.2928,1.2498,0.57436
1942,9,0.43122,1.1753,0.89054
1942,10,-1.0347,0.58166,0.6466
1942,11,0.37616,0.13615,0.63984
1942,12,1.0426,-0.15843,0.71045
1943,1,1.4203,0.01105,0.97731
1943,2,0.33216,1.0362,0.76782
1943,3,0.6352,1.3974,0.8814
1943,4,1.1062,1.3759,0.95145
1943,5,0.65218,1.0608,1.173
1943,6,-0.19339,0.66777,1.0447
1943,7,0.39488,0.86002,0.92106
1943,8,-0.69148,0.25429,0.3086
1943,9,1.1187,0.2891,0.55941
1943,10,0.56174,0.67279,0.98617
1943,11,0.0085429,0.37129,0.97725
1943,12,0.20521,0.75155,0.86416
1944,1,0.98464,0.54476,0.68973
1944,2,0.89219,0.65744,0.87968
1944,3,1.1676,1.3762,1.0492
1944,4,-0.12911,1.2916,0.89948
1944,5,-1.2696,0.63738,0.60907
1944,6,-0.071342,0.027613,0.56265
1944,7,1.3373,0.47118,0.95077
1944,8,0.91298,0.93345,1.5383
1944,9,-0.38802,0.84352,1.0818
1944,10,0.91594,1.0919,0.96965
1944,11,0.30088,0.72455,1.0807
1944,12,-0.077103,0.051798,1.1524
1945,1,1.5305,1.1137,1.2092
1945,2,-0.10031,0.53341,1.0263
1945,3,-0.95133,-0.037508,0.6808
1945,4,0.063651,-0.0028446,0.72209
1945,5,0.11839,-0.70929,0.79695
1945,6,-0.015984,-0.28814,0.80313
1945,7,0.968,0.45312,0.67119
1945,8,-0.16263,0.095505,0.08502
1945,9,0.91513,0.52648,0.63819
1945,10,0.34135,0.65922,0.46076
1945,11,-0.29161,0.28605,0.36561
1945,12,0.35702,0.52687,0.30719
1946,1,-0.61981,-0.32168,0.07351
1946,2,-0.33639,-0.85843,0.10339
1946,3,-1.4912,-1.3574,0.070333
1946,4,0.38362,-0.88943,0.11531
1946,5,0.673,-0.35011,0.18682
1946,6,0.97088,0.6985,0.50892
1946,7,0.087947,0.78646,0.24292
1946,8,0.53433,0.85016,0.64016
1946,9,-0.81175,0.30837,0.0091602
1946,10,0.17772,-0.0096235,-0.021206
1946,11,0.75937,0.52329,0.4677
1946,12,0.34073,0.30853,0.67846
1947,1,0.21346,1.0347,0.77402
1947,2,0.50825,0.91001,0.82146
1947,3,0.7192,0.72019,0.96335
1947,4,0.45328,0.66164,0.91648
1947,5,-0.70061,0.14633,0.7448
1947,6,-1.0327,-1.0209,0.15575
1947,7,0.24437,-0.92411,0.095331
1947,8,1.1586,-0.091854,0.1247
1947,9,1.7516,0.99087,1.1699
1947,10,0.22082,1.2278,0.98132
1947,11,-0.20006,1.165,0.52945
1947,12,0.93315,1.1127,0.49969
1948,1,0.69796,0.35505,0.6007
1948,2,0.4907,0.58725,0.68508
1948,3,0.5028,1.093,0.7293
1948,4,-0.35615,0.72751,0.70555
1948,5,-0.9124,-0.088983,0.83925
1948,6,-0.6313,-0.45673,0.97015
1948,7,0.6329,0.085595,1.1934
1948,8,0.93868,0.46312,1.0207
1948,9,0.25383,0.38091,0.43693
1948,10,-0.089736,0.41484,0.33497
1948,11,1.7832,0.86447,0.90028
1948,12,0.14176,0.63458,0.79489
1949,1,-0.92366,0.53355,0.61632
1949,2,0.35196,1.0817,0.6382
1949,3,-0.4849,-0.61704,0.48864
1949,4,0.04079,-0.38733,0.54623
1949,5,0.5542,0.32591,0.65161
1949,6,-0.1332,-0.22487,0.71137
1949,7,0.8586,0.83855,0.92125
1949,8,-0.021986,0.41612,0.47797
1949,9,1.1392,0.71282,0.87054
1949,10,0.83741,0.97398,1.0668
1949,11,0.090677,0.5971,0.6341
1949,12,0.00776,0.83,0.63423
1950,1,-0.27747,0.48848,0.75222
1950,2,0.88052,-0.0212,0.73683
1950,3,0.88594,0.65146,0.8891
1950,4,-0.1953,0.47714,0.72184
1950,5,-0.47925,0.25686,0.44353
1950,6,-0.78873,-0.71436,0.41359
1950,7,0.95864,0.053758,0.57228
1950,8,0.076007,0.08814,0.68226
1950,9,0.52524,0.50623,0.38938
1950,10,-0.29914,0.46211,-0.0021824
1950,11,0.58075,0.13069,0.13249
1950,12,0.31838,0.12127,0.15928
1951,1,0.29492,-0.27341,0.11901
1951,2,-0.94668,-0.18495,-0.086932
1951,3,1.1941,0.33562,-0.00040636
1951,4,2.0926,1.234,0.29111
1951,5,0.39445,1.2389,0.38889
1951,6,-0.22675,0.75018,0.37482
1951,7,-0.76899,-0.45697,-0.35354
1951,8,-0.58484,-1.0186,-0.5554
1951,9,-1.6342,-1.4977,-1.3702
1951,10,-0.47412,-1.423,-1.1893
1951,11,0.21259,-1.1164,-1.1763
1951,12,-0.84934,-1.2972,-1.242
1952,1,-2.0232,-0.89408,-1.3151
1952,2,0.045807,-1.005,-1.2444
1952,3,0.84671,-0.60066,-1.2997
1952,4,0.75362,0.11799,-1.4856
1952,5,0.42984,0.77878,-1.3569
1952,6,0.22348,0.6798,-1.1418
1952,7,0.12071,0.41342,-0.81437
1952,8,0.24204,0.40043,-0.53936
1952,9,-1.4839,-0.48118,-0.47877
1952,10,-0.60694,-0.43333,-0.34131
1952,11,-1.9481,-0.96182,-0.63042
1952,12,0.15611,-1.3286,-0.41816
1953,1,1.6438,-0.14726,-0.15658
1953,2,-0.84132,-0.47079,-0.25386
1953,3,-0.34336,0.23409,-0.34412
1953,4,1.2947,0.5977,-0.2441
1953,5,0.39339,-0.026618,-0.43313
1953,6,0.52468,0.51593,-0.38468
1953,7,0.93696,0.8495,-0.24437
1953,8,1.2368,1.1658,0.29213
1953,9,0.45503,1.1768,0.82622
1953,10,-0.032802,1.2633,0.93904
1953,11,-1.2763,0.89226,1.0134
1953,12,-1.957,-0.05135,0.86176
1954,1,0.7891,-0.62257,0.82642
1954,2,0.50986,-0.52954,1.0604
1954,3,0.3217,0.11799,1.0206
1954,4,0.39271,0.79677,0.91846
1954,5,0.84065,0.82269,0.96679
1954,6,0.035041,-0.020269,0.79424
1954,7,0.62552,0.21683,0.69138
1954,8,-0.74345,-0.24211,-0.20811
1954,9,1.6606,0.67327,0.60566
1954,10,0.55158,0.83032,0.48571
1954,11,-1.0175,0.55285,0.44409
1954,12,0.10183,1.1626,0.5863
1955,1,1.0444,0.031383,0.56488
1955,2,-0.51738,-0.66079,0.31603
1955,3,-0.41489,-0.10166,0.32337
1955,4,0.24869,-0.13012,0.32101
1955,5,0.94026,-0.16301,0.41599
1955,6,0.59009,0.77909,0.596
1955,7,-1.2142,-0.31911,0.1214
1955,8,1.8389,0.95266,1.1466
1955,9,1.5105,1.148,0.89868
1955,10,2.2587,1.7822,1.4435
1955,11,0.2667,2.4085,1.6646
1955,12,0.25522,2.0165,1.649
1956,1,0.42357,1.9327,1.5665
